"","タブ名","第1層","第1層説明","第2層","第2層説明","第3層","第4層","メモ"
461,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","Mallory-Weiss症候群を概説できる。",""
462,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胃潰瘍、十二指腸潰瘍 (消化性潰瘍) の病因、症候、進行度分類、診断と治療を説明できる。",""
463,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","Helicobacter pylori感染症の診断と治療を説明できる。",""
464,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胃ポリープの病理と肉眼分類を説明できる。",""
465,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性胃粘膜病変の概念、診断と治療を説明できる。",""
466,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性胃腸炎、慢性胃炎を概説できる。",""
467,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胃切除後症候群の病態生理を説明できる。",""
468,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","機能性消化管障害（機能性ディスペプシア(functional dyspepsia <FD>)）を説明できる。",""
469,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","肥厚性幽門狭窄症を概説できる。",""
470,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性虫垂炎の症候、診断と治療を説明できる。",""
471,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","腸閉塞とイレウスの病因、症候、診断と治療を説明できる。",""
472,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","炎症性腸疾患（潰瘍性大腸炎・Crohn病）の病態生理、症候、診断と治療を説明できる。",""
473,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","痔核と痔瘻の病態生理、症候と診断を説明できる。",""
474,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","機能性消化管障害（過敏性腸症候群）を概説できる。",""
475,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","腸管憩室症（大腸憩室炎と大腸憩室出血）を概説できる。",""
476,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","薬物性腸炎を概説できる。",""
477,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","消化管ポリポーシスを概説できる。",""
478,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。",""
479,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","腸重積症を概説できる。",""
480,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","便秘症、乳児下痢症を説明できる。",""
481,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","感染性腸炎を概説できる。",""
482,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","虚血性大腸炎を概説できる。",""
483,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性出血性直腸潰瘍を概説できる。",""
484,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","上腸間膜動脈閉塞症を概説できる。",""
485,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","消化管神経内分泌腫瘍(neuroendocrine tumor <NET>)を概説できる。",""
486,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","消化管間質腫瘍(gastrointestinal stromal tumor <GIST>)を概説できる。",""
487,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胆石症の病因、症候、診断と治療を説明できる。",""
488,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胆嚢炎と胆管炎の病因、病態生理、症候、診断、合併症と治療を説明できる。",""
489,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胆嚢ポリープを概説できる。",""
490,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","先天性胆道拡張症と膵・胆管合流異常症を概説できる。",""
491,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。",""
492,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性肝炎、慢性肝炎の定義を説明できる。",""
493,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性肝不全の概念、診断を説明できる。",""
494,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","肝硬変の病因、病理、症候、診断と治療を説明できる。",""
495,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。",""
496,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","アルコール性肝障害を概説できる。",""
497,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","薬物性肝障害を概説できる。",""
498,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","肝膿瘍の症候、診断と治療を説明できる。",""
499,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。",""
500,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","自己免疫性肝炎を概説できる。",""
501,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","脂肪性肝疾患を概説できる。",""
502,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","急性膵炎（アルコール性、胆石性、特発性）の病態生理、症候、診断と治療を説明できる。",""
503,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","慢性膵炎（アルコール性、特発性）の病態生理、症候、診断、合併症と治療を説明できる。",""
504,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","自己免疫性膵炎を概説できる。",""
505,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","腹膜炎の病因、症候、診断と治療を説明できる。",""
506,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","ヘルニアの概念、病態（滑脱、嵌頓、絞扼）と好発部位を説明できる。",""
507,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",""
508,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","食道癌の病理所見、肉眼分類と進行度分類を説明できる。",""
509,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","食道癌の症候、診断、治療と予後を説明できる。",""
510,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胃癌の疫学、病理所見、症候、肉眼分類と進行度分類を説明できる。",""
511,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胃癌の診断法を列挙し、所見とその意義を説明できる。",""
512,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胃癌の進行度に応じた治療を概説できる。",""
513,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","大腸癌の病理所見、診断、肉眼分類と進行度分類を説明できる。",""
514,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","大腸癌の症候、診断、治療を説明できる。",""
515,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","胆嚢・胆管癌・乳頭部癌の病理所見、症候、診断と治療を説明できる。",""
516,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","原発性肝癌、転移性肝癌の病因、病理所見、症候、診断と治療を説明できる。",""
517,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","膵癌の病理所見、症候、診断と治療を説明できる。",""
518,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","嚢胞性膵腫瘍の分類と病理所見を説明できる。",""
519,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","消化器系","腹膜中皮腫、消化管間質腫瘍<GIST>、消化管カルチノイドを概説できる。",""
520,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","体液の量と組成・浸透圧を小児と成人を区別して説明できる。",""
521,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎・尿路系の位置・形態と血管分布・神経支配を説明できる。",""
522,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎の機能の全体像やネフロン各部の構造と機能を概説できる。",""
523,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎糸球体における濾過の機序を説明できる。",""
524,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","尿細管各部における再吸収・分泌機構と尿の濃縮機序を説明できる。",""
525,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","水電解質、酸・塩基平衡の調節機構を概説できる。",""
526,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎で産生される又は腎に作用するホルモン・血管作動性物質（エリスロポエチン、ビタミンD、レニン、アンギオテンシンII、アルドステロン）の作用を説明できる。",""
527,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","蓄排尿の機序を説明できる。",""
528,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎・尿路系の画像診断の適応と異常所見を概説できる。",""
529,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","糸球体濾過量（実測、推算）を含む腎機能検査法を概説できる。",""
530,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎生検の適応と禁忌を説明できる。",""
531,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","尿流動態検査を説明できる。",""
532,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","高・低Na血症（原因疾患、症候、治療）を概説できる。",""
533,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","高・低K血症（原因疾患、症候、治療）を概説できる。",""
534,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","高・低Ca血症（原因疾患、症候、治療）を概説できる。",""
535,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","高・低P血症、高・低Cl血症、高・低Mg血症を概説できる。",""
536,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","アシドーシス・アルカローシス（代謝性・呼吸性）の定義、病態生理と診断を説明できる。",""
537,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","アシドーシス・アルカローシス（代謝性・呼吸性）の治療を概説できる。",""
538,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","脱水",""
539,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","浮腫",""
540,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","血尿・タンパク尿",""
541,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","尿量・排尿の異常",""
542,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","急性腎不全（急性腎障害）の病因、症候、診断と治療を説明できる。",""
543,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","慢性腎不全（慢性腎臓病(chronic kidney disease <CKD>)）の病因、症候、診断と治療を説明できる。",""
544,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","慢性腎臓病<CKD>重症度分類を説明できる。",""
545,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","慢性腎不全の合併症である腎性貧血、ミネラル骨代謝異常を概説できる。",""
546,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","透析導入基準（慢性腎不全）を説明できる。",""
547,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎不全の治療（血液透析・腹膜透析・腎移植）を説明できる。",""
548,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","急性糸球体腎炎症候群の病因、症候、診断と治療を説明できる。",""
549,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","慢性糸球体腎炎症候群（IgA腎症を含む）の症候、診断と治療を説明できる。",""
550,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","ネフローゼ症候群の分類、症候、診断と治療を説明できる。",""
551,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","急速進行性糸球体腎炎を概説できる。",""
552,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","臨床症候分類（急性腎炎症候群、慢性腎炎症候群、ネフローゼ症候群、急速進行性腎炎症候群、反復性または持続性血尿症候群）を概説できる。",""
553,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","高血圧による腎障害（腎硬化症）を概説できる。",""
554,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","腎血管性高血圧症を概説できる。",""
555,"知識","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","腎・尿路系（体液・電解質バランスを含む）","尿細管性アシドーシスの分類、病態生理、診断と治療を説明できる。",""
